model,fold,partition,dimensions,slice,rows,families,accuracy
G2,4,validation,gender x articleType,Men | Jeans,55,26,0.9818181818181818
G2,4,validation,gender x articleType,Men | Kurtas,15,11,1.0
G2,4,validation,gender x articleType,Men | Laptop Bag,1,1,0.0
G2,4,validation,gender x articleType,Men | Lounge Pants,7,7,1.0
G2,4,validation,gender x articleType,Men | Lounge Shorts,3,3,0.6666666666666666
G2,4,validation,gender x articleType,Men | Messenger Bag,2,2,0.0
G2,4,validation,gender x articleType,Men | Mufflers,5,4,0.8
G2,4,validation,gender x articleType,Men | Nehru Jackets,1,1,1.0
G2,4,validation,gender x articleType,Men | Night suits,3,2,1.0
G2,4,validation,gender x articleType,Men | Perfume and Body Mist,52,45,0.8653846153846154
G2,4,validation,gender x articleType,Men | Rain Trousers,1,1,1.0
G2,4,validation,gender x articleType,Men | Sandals,124,75,0.9516129032258065
G2,4,validation,gender x articleType,Men | Scarves,3,3,1.0
G2,4,validation,gender x articleType,Men | Shirts,461,261,0.9804772234273319
G2,4,validation,gender x articleType,Men | Shorts,63,49,0.8888888888888888
G2,4,validation,gender x articleType,Men | Socks,82,40,0.9146341463414634
G2,4,validation,gender x articleType,Men | Sports Sandals,5,5,1.0
G2,4,validation,gender x articleType,Men | Sports Shoes,261,239,0.9540229885057471
G2,4,validation,gender x articleType,Men | Sunglasses,121,46,0.9173553719008265
G2,4,validation,gender x articleType,Men | Suspenders,7,4,0.8571428571428571
G2,4,validation,gender x articleType,Men | Sweaters,33,28,1.0
G2,4,validation,gender x articleType,Men | Sweatshirts,34,29,0.9705882352941176
G2,4,validation,gender x articleType,Men | Ties,35,17,1.0
G2,4,validation,gender x articleType,Men | Tops,1,1,1.0
G2,4,validation,gender x articleType,Men | Track Pants,34,24,0.9117647058823529
G2,4,validation,gender x articleType,Men | Tracksuits,5,4,1.0
G2,4,validation,gender x articleType,Men | Trousers,69,42,0.9855072463768116
G2,4,validation,gender x articleType,Men | Trunk,23,17,1.0
G2,4,validation,gender x articleType,Men | Tshirts,862,698,0.9721577726218097
G2,4,validation,gender x articleType,Men | Waistcoat,2,1,1.0
G2,4,validation,gender x articleType,Men | Wallets,66,27,0.9242424242424242
G2,4,validation,gender x articleType,Men | Watches,213,141,0.92018779342723
G2,4,validation,gender x articleType,Men | Water Bottle,1,1,1.0
G2,4,validation,gender x articleType,Unisex | Backpacks,109,75,0.908256880733945
G2,4,validation,gender x articleType,Unisex | Basketballs,2,2,0.5
G2,4,validation,gender x articleType,Unisex | Belts,2,2,0.0
G2,4,validation,gender x articleType,Unisex | Caps,21,20,0.7142857142857143
G2,4,validation,gender x articleType,Unisex | Casual Shoes,36,34,0.3888888888888889
G2,4,validation,gender x articleType,Unisex | Cushion Covers,1,1,0.0
G2,4,validation,gender x articleType,Unisex | Duffel Bag,11,9,0.8181818181818182
G2,4,validation,gender x articleType,Unisex | Flip Flops,24,21,0.5
G2,4,validation,gender x articleType,Unisex | Footballs,1,1,0.0
G2,4,validation,gender x articleType,Unisex | Handbags,12,11,0.25
G2,4,validation,gender x articleType,Unisex | Headband,1,1,0.0
G2,4,validation,gender x articleType,Unisex | Laptop Bag,11,7,0.7272727272727273
G2,4,validation,gender x articleType,Unisex | Messenger Bag,5,5,0.8
G2,4,validation,gender x articleType,Unisex | Rucksacks,2,2,1.0
G2,4,validation,gender x articleType,Unisex | Sandals,16,14,0.5625
G2,4,validation,gender x articleType,Unisex | Scarves,3,3,0.0
G2,4,validation,gender x articleType,Unisex | Shoe Accessories,4,4,0.0
G2,4,validation,gender x articleType,Unisex | Socks,12,11,0.16666666666666666
G2,4,validation,gender x articleType,Unisex | Sports Shoes,9,9,0.0
G2,4,validation,gender x articleType,Unisex | Sunglasses,24,17,0.20833333333333334
G2,4,validation,gender x articleType,Unisex | Swimwear,2,2,0.5
G2,4,validation,gender x articleType,Unisex | Tablet Sleeve,1,1,0.0
G2,4,validation,gender x articleType,Unisex | Travel Accessory,1,1,1.0
G2,4,validation,gender x articleType,Unisex | Trolley Bag,1,1,0.0
G2,4,validation,gender x articleType,Unisex | Tshirts,11,10,0.2727272727272727
G2,4,validation,gender x articleType,Unisex | Waist Pouch,3,3,0.3333333333333333
G2,4,validation,gender x articleType,Unisex | Wallets,4,2,0.0
G2,4,validation,gender x articleType,Unisex | Watches,22,20,0.36363636363636365
G2,4,validation,gender x articleType,Unisex | Water Bottle,1,1,0.0
G2,4,validation,gender x articleType,Unisex | Wristbands,1,1,0.0
G2,4,validation,gender x articleType,Women | Backpacks,6,4,0.0
G2,4,validation,gender x articleType,Women | Belts,40,27,0.575
G2,4,validation,gender x articleType,Women | Bra,50,39,1.0
G2,4,validation,gender x articleType,Women | Bracelet,7,2,0.7142857142857143
G2,4,validation,gender x articleType,Women | Briefs,26,18,0.9615384615384616
G2,4,validation,gender x articleType,Women | Camisoles,3,3,1.0
G2,4,validation,gender x articleType,Women | Capris,19,17,0.631578947368421
G2,4,validation,gender x articleType,Women | Caps,4,4,0.25
G2,4,validation,gender x articleType,Women | Casual Shoes,52,46,0.7307692307692307
G2,4,validation,gender x articleType,Women | Churidar,6,6,1.0
G2,4,validation,gender x articleType,Women | Clutches,38,31,0.9736842105263158
G2,4,validation,gender x articleType,Women | Concealer,2,1,1.0
G2,4,validation,gender x articleType,Women | Deodorant,19,16,0.7368421052631579
G2,4,validation,gender x articleType,Women | Dresses,49,40,0.9591836734693877
G2,4,validation,gender x articleType,Women | Duffel Bag,3,3,1.0
G2,4,validation,gender x articleType,Women | Dupatta,19,15,1.0
G2,4,validation,gender x articleType,Women | Earrings,45,3,0.9555555555555556
G2,4,validation,gender x articleType,Women | Eyeshadow,1,1,1.0
G2,4,validation,gender x articleType,Women | Flats,72,48,0.9305555555555556
G2,4,validation,gender x articleType,Women | Flip Flops,38,28,0.7631578947368421
G2,4,validation,gender x articleType,Women | Foundation and Primer,2,1,1.0
G2,4,validation,gender x articleType,Women | Fragrance Gift Set,2,2,1.0
G2,4,validation,gender x articleType,Women | Free Gifts,5,3,0.2
G2,4,validation,gender x articleType,Women | Handbags,234,146,0.9615384615384616
G2,4,validation,gender x articleType,Women | Heels,182,92,0.9945054945054945
G2,4,validation,gender x articleType,Women | Jackets,16,15,0.875
G2,4,validation,gender x articleType,Women | Jeans,30,19,0.9333333333333333
G2,4,validation,gender x articleType,Women | Jeggings,4,3,1.0
G2,4,validation,gender x articleType,Women | Jewellery Set,6,3,1.0
G2,4,validation,gender x articleType,Women | Jumpsuit,2,2,1.0
G2,4,validation,gender x articleType,Women | Kajal and Eyeliner,2,2,1.0
G2,4,validation,gender x articleType,Women | Kurta Sets,12,11,1.0
G2,4,validation,gender x articleType,Women | Kurtas,251,129,0.9960159362549801
G2,4,validation,gender x articleType,Women | Kurtis,34,27,1.0
G2,4,validation,gender x articleType,Women | Laptop Bag,1,1,1.0
G2,4,validation,gender x articleType,Women | Leggings,25,21,0.96
G2,4,validation,gender x articleType,Women | Lip Gloss,1,1,1.0
G2,4,validation,gender x articleType,Women | Lip Liner,4,1,1.0
G2,4,validation,gender x articleType,Women | Lipstick,4,1,1.0
G2,4,validation,gender x articleType,Women | Lounge Pants,2,2,1.0
G2,4,validation,gender x articleType,Women | Lounge Shorts,3,2,1.0
G2,4,validation,gender x articleType,Women | Mobile Pouch,8,8,0.625
G2,4,validation,gender x articleType,Women | Mufflers,1,1,1.0
G2,4,validation,gender x articleType,Women | Nail Polish,3,3,1.0
G2,4,validation,gender x articleType,Women | Necklace and Chains,11,8,0.8181818181818182
G2,4,validation,gender x articleType,Women | Night suits,9,6,1.0
G2,4,validation,gender x articleType,Women | Nightdress,7,6,1.0
G2,4,validation,gender x articleType,Women | Patiala,5,3,1.0
G2,4,validation,gender x articleType,Women | Pendant,28,1,1.0
G2,4,validation,gender x articleType,Women | Perfume and Body Mist,43,36,0.7441860465116279
G2,4,validation,gender x articleType,Women | Ring,3,1,1.0
G2,4,validation,gender x articleType,Women | Salwar,6,4,1.0
G2,4,validation,gender x articleType,Women | Salwar and Dupatta,1,1,1.0
G2,4,validation,gender x articleType,Women | Sarees,25,22,1.0
G2,4,validation,gender x articleType,Women | Scarves,12,9,0.9166666666666666
G2,4,validation,gender x articleType,Women | Shirts,46,36,1.0
G2,4,validation,gender x articleType,Women | Shorts,12,11,0.8333333333333334
G2,4,validation,gender x articleType,Women | Skirts,15,14,0.8
G2,4,validation,gender x articleType,Women | Socks,10,8,0.6
G2,4,validation,gender x articleType,Women | Sports Sandals,6,6,0.6666666666666666
G2,4,validation,gender x articleType,Women | Sports Shoes,66,63,0.6515151515151515
G2,4,validation,gender x articleType,Women | Stockings,4,2,1.0
G2,4,validation,gender x articleType,Women | Stoles,14,10,0.9285714285714286
G2,4,validation,gender x articleType,Women | Sunglasses,41,21,0.926829268292683
G2,4,validation,gender x articleType,Women | Sweaters,13,11,1.0
G2,4,validation,gender x articleType,Women | Sweatshirts,12,11,0.8333333333333334
G2,4,validation,gender x articleType,Women | Swimwear,1,1,1.0
G2,4,validation,gender x articleType,Women | Tights,2,2,1.0
G2,4,validation,gender x articleType,Women | Tops,236,174,0.9788135593220338
G2,4,validation,gender x articleType,Women | Track Pants,15,15,0.9333333333333333
G2,4,validation,gender x articleType,Women | Travel Accessory,1,1,1.0
G2,4,validation,gender x articleType,Women | Trousers,17,14,0.8823529411764706
G2,4,validation,gender x articleType,Women | Tshirts,172,151,0.9593023255813954
G2,4,validation,gender x articleType,Women | Tunics,29,26,1.0
G2,4,validation,gender x articleType,Women | Umbrellas,2,1,1.0
G2,4,validation,gender x articleType,Women | Wallets,71,52,0.9436619718309859
G2,4,validation,gender x articleType,Women | Watches,137,101,0.7956204379562044
G2,4,validation,gender x family_size_bin,Boys | 1,56,56,0.5178571428571429
G2,4,validation,gender x family_size_bin,Boys | 2-3,51,22,0.6666666666666666
G2,4,validation,gender x family_size_bin,Boys | 4+,31,4,1.0
G2,4,validation,gender x family_size_bin,Girls | 1,41,41,0.36585365853658536
G2,4,validation,gender x family_size_bin,Girls | 2-3,45,19,0.5111111111111111
G2,4,validation,gender x family_size_bin,Girls | 4+,23,4,0.6086956521739131
G2,4,validation,gender x family_size_bin,Men | 1,2060,2060,0.9475728155339805
G2,4,validation,gender x family_size_bin,Men | 2-3,678,303,0.948377581120944
G2,4,validation,gender x family_size_bin,Men | 4+,814,106,0.957002457002457
G2,4,validation,gender x family_size_bin,Unisex | 1,259,259,0.5019305019305019
G2,4,validation,gender x family_size_bin,Unisex | 2-3,57,26,0.6491228070175439
G2,4,validation,gender x family_size_bin,Unisex | 4+,37,6,0.8108108108108109
G2,4,validation,gender x family_size_bin,Women | 1,1379,1379,0.8905003625815808
G2,4,validation,gender x family_size_bin,Women | 2-3,465,206,0.9376344086021505
G2,4,validation,gender x family_size_bin,Women | 4+,561,79,0.9679144385026738
CompactBlurCNN,0,train,gender,Boys,548,318,0.8813868613138686
CompactBlurCNN,0,train,gender,Girls,436,266,0.7706422018348624
CompactBlurCNN,0,train,gender,Men,14203,9883,0.9851439836654228
CompactBlurCNN,0,train,gender,Unisex,1411,1141,0.6378454996456414
CompactBlurCNN,0,train,gender,Women,9622,6734,0.9728746622323842
CompactBlurCNN,0,train,articleType,Accessory Gift Set,74,26,1.0
CompactBlurCNN,0,train,articleType,Baby Dolls,2,2,1.0
CompactBlurCNN,0,train,articleType,Backpacks,485,343,0.911340206185567
CompactBlurCNN,0,train,articleType,Bangle,32,17,0.90625
CompactBlurCNN,0,train,articleType,Basketballs,9,9,0.7777777777777778
CompactBlurCNN,0,train,articleType,Belts,542,329,0.9464944649446494
CompactBlurCNN,0,train,articleType,Blazers,6,6,1.0
CompactBlurCNN,0,train,articleType,Body Wash and Scrub,1,1,1.0
CompactBlurCNN,0,train,articleType,Booties,7,4,0.5714285714285714
CompactBlurCNN,0,train,articleType,Boxers,27,22,1.0
CompactBlurCNN,0,train,articleType,Bra,202,157,1.0
CompactBlurCNN,0,train,articleType,Bracelet,28,15,0.9642857142857143
CompactBlurCNN,0,train,articleType,Briefs,456,324,0.9978070175438597
CompactBlurCNN,0,train,articleType,Camisoles,10,10,1.0
CompactBlurCNN,0,train,articleType,Capris,110,80,0.8636363636363636
CompactBlurCNN,0,train,articleType,Caps,185,160,0.7945945945945946
CompactBlurCNN,0,train,articleType,Casual Shoes,1819,1400,0.9312809235843871
CompactBlurCNN,0,train,articleType,Churidar,21,19,0.9523809523809523
CompactBlurCNN,0,train,articleType,Clothing Set,6,6,1.0
CompactBlurCNN,0,train,articleType,Clutches,152,124,1.0
CompactBlurCNN,0,train,articleType,Compact,4,1,1.0
CompactBlurCNN,0,train,articleType,Concealer,2,1,1.0
CompactBlurCNN,0,train,articleType,Cufflinks,25,16,1.0
CompactBlurCNN,0,train,articleType,Cushion Covers,1,1,1.0
CompactBlurCNN,0,train,articleType,Deodorant,199,179,0.9698492462311558
CompactBlurCNN,0,train,articleType,Dresses,232,184,0.9482758620689655
CompactBlurCNN,0,train,articleType,Duffel Bag,59,46,0.7966101694915254
CompactBlurCNN,0,train,articleType,Dupatta,80,58,1.0
CompactBlurCNN,0,train,articleType,Earrings,126,32,0.9920634920634921
CompactBlurCNN,0,train,articleType,Eyeshadow,2,2,1.0
CompactBlurCNN,0,train,articleType,Flats,287,185,0.9721254355400697
CompactBlurCNN,0,train,articleType,Flip Flops,587,488,0.8568994889267462
CompactBlurCNN,0,train,articleType,Footballs,5,5,0.6
CompactBlurCNN,0,train,articleType,Formal Shoes,414,180,0.9951690821256038
CompactBlurCNN,0,train,articleType,Foundation and Primer,7,4,1.0
CompactBlurCNN,0,train,articleType,Fragrance Gift Set,38,37,0.9473684210526315
CompactBlurCNN,0,train,articleType,Free Gifts,46,34,0.9565217391304348
CompactBlurCNN,0,train,articleType,Gloves,14,10,0.7142857142857143
CompactBlurCNN,0,train,articleType,Handbags,978,635,0.9683026584867076
CompactBlurCNN,0,train,articleType,Hat,2,2,0.5
CompactBlurCNN,0,train,articleType,Headband,4,4,0.25
CompactBlurCNN,0,train,articleType,Heels,711,380,0.9971870604781997
CompactBlurCNN,0,train,articleType,Highlighter and Blush,4,1,1.0
CompactBlurCNN,0,train,articleType,Innerwear Vests,165,129,0.9878787878787879
CompactBlurCNN,0,train,articleType,Ipad,1,1,1.0
CompactBlurCNN,0,train,articleType,Jackets,155,135,0.9741935483870968
CompactBlurCNN,0,train,articleType,Jeans,378,182,0.9629629629629629
CompactBlurCNN,0,train,articleType,Jeggings,18,11,1.0
CompactBlurCNN,0,train,articleType,Jewellery Set,32,12,1.0
CompactBlurCNN,0,train,articleType,Jumpsuit,8,8,1.0
CompactBlurCNN,0,train,articleType,Kajal and Eyeliner,8,7,1.0
CompactBlurCNN,0,train,articleType,Key chain,1,1,0.0
CompactBlurCNN,0,train,articleType,Kurta Sets,51,47,1.0
CompactBlurCNN,0,train,articleType,Kurtas,1059,560,0.9981114258734656
CompactBlurCNN,0,train,articleType,Kurtis,139,108,1.0
CompactBlurCNN,0,train,articleType,Laptop Bag,55,39,0.6363636363636364
CompactBlurCNN,0,train,articleType,Leggings,109,91,0.9357798165137615
CompactBlurCNN,0,train,articleType,Lehenga Choli,2,2,1.0
CompactBlurCNN,0,train,articleType,Lip Gloss,4,4,1.0
CompactBlurCNN,0,train,articleType,Lip Liner,9,6,1.0
CompactBlurCNN,0,train,articleType,Lip Plumper,2,2,1.0
CompactBlurCNN,0,train,articleType,Lipstick,10,2,1.0
CompactBlurCNN,0,train,articleType,Lounge Pants,36,33,1.0
CompactBlurCNN,0,train,articleType,Lounge Shorts,23,18,1.0
CompactBlurCNN,0,train,articleType,Lounge Tshirts,1,1,1.0
CompactBlurCNN,0,train,articleType,Messenger Bag,30,29,0.6
CompactBlurCNN,0,train,articleType,Mobile Pouch,32,31,0.78125
CompactBlurCNN,0,train,articleType,Mufflers,26,22,0.8846153846153846
CompactBlurCNN,0,train,articleType,Nail Polish,12,11,1.0
CompactBlurCNN,0,train,articleType,Necklace and Chains,43,29,1.0
CompactBlurCNN,0,train,articleType,Nehru Jackets,4,3,1.0
CompactBlurCNN,0,train,articleType,Night suits,48,26,1.0
CompactBlurCNN,0,train,articleType,Nightdress,27,21,1.0
CompactBlurCNN,0,train,articleType,Patiala,19,16,1.0
CompactBlurCNN,0,train,articleType,Pendant,100,7,0.99
CompactBlurCNN,0,train,articleType,Perfume and Body Mist,379,323,0.9287598944591029
CompactBlurCNN,0,train,articleType,Rain Jacket,1,1,0.0
CompactBlurCNN,0,train,articleType,Rain Trousers,1,1,1.0
CompactBlurCNN,0,train,articleType,Ring,79,4,1.0
CompactBlurCNN,0,train,articleType,Robe,2,2,1.0
CompactBlurCNN,0,train,articleType,Rompers,8,6,1.0
CompactBlurCNN,0,train,articleType,Rucksacks,8,8,0.75
CompactBlurCNN,0,train,articleType,Salwar,23,20,0.9565217391304348
CompactBlurCNN,0,train,articleType,Salwar and Dupatta,5,5,1.0
CompactBlurCNN,0,train,articleType,Sandals,589,394,0.9066213921901528
CompactBlurCNN,0,train,articleType,Sarees,104,84,1.0
CompactBlurCNN,0,train,articleType,Scarves,75,59,0.8933333333333333
CompactBlurCNN,0,train,articleType,Shapewear,2,2,1.0
CompactBlurCNN,0,train,articleType,Shirts,2091,1223,0.9971305595408895
CompactBlurCNN,0,train,articleType,Shoe Accessories,16,14,0.3125
CompactBlurCNN,0,train,articleType,Shoe Laces,1,1,0.0
CompactBlurCNN,0,train,articleType,Shorts,359,277,0.9164345403899722
CompactBlurCNN,0,train,articleType,Shrug,2,2,1.0
CompactBlurCNN,0,train,articleType,Skirts,80,65,0.925
CompactBlurCNN,0,train,articleType,Socks,418,238,0.8755980861244019
CompactBlurCNN,0,train,articleType,Sports Sandals,44,43,0.9090909090909091
CompactBlurCNN,0,train,articleType,Sports Shoes,1352,1233,0.9423076923076923
CompactBlurCNN,0,train,articleType,Stockings,14,9,1.0
CompactBlurCNN,0,train,articleType,Stoles,62,41,0.9838709677419355
CompactBlurCNN,0,train,articleType,Sunglasses,711,340,0.8917018284106891
CompactBlurCNN,0,train,articleType,Suspenders,28,14,1.0
CompactBlurCNN,0,train,articleType,Sweaters,188,159,1.0
CompactBlurCNN,0,train,articleType,Sweatshirts,191,163,0.9738219895287958
CompactBlurCNN,0,train,articleType,Swimwear,12,12,0.75
CompactBlurCNN,0,train,articleType,Tablet Sleeve,2,2,0.5
CompactBlurCNN,0,train,articleType,Ties,145,68,0.993103448275862
CompactBlurCNN,0,train,articleType,Tights,6,5,0.8333333333333334
CompactBlurCNN,0,train,articleType,Tops,1095,771,0.9689497716894977
CompactBlurCNN,0,train,articleType,Track Pants,200,161,0.98
CompactBlurCNN,0,train,articleType,Tracksuits,19,15,1.0
CompactBlurCNN,0,train,articleType,Travel Accessory,9,9,0.6666666666666666
CompactBlurCNN,0,train,articleType,Trolley Bag,3,2,0.6666666666666666
CompactBlurCNN,0,train,articleType,Trousers,350,224,0.9971428571428571
CompactBlurCNN,0,train,articleType,Trunk,96,69,1.0
CompactBlurCNN,0,train,articleType,Tshirts,4597,3677,0.9817272134000435
CompactBlurCNN,0,train,articleType,Tunics,120,106,1.0
CompactBlurCNN,0,train,articleType,Umbrellas,4,3,1.0
CompactBlurCNN,0,train,articleType,Waist Pouch,12,12,0.5
CompactBlurCNN,0,train,articleType,Waistcoat,9,8,1.0
CompactBlurCNN,0,train,articleType,Wallets,565,339,0.9415929203539823
